"","Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","Sector","child"
"465",0,"3","male","3","0","0",8.05,"S","0","Adult"
"466",0,"3","male","4","0","0",7.05,"S","0","Adult"
"467",0,"2","male","4","0","0",0,"S","0","Adult"
"468",0,"1","male","4","0","0",26.55,"S","0","Adult"
"469",0,"3","male","5","0","0",7.725,"Q","0","Adult"
"470",1,"3","female","1","2","1",19.2583,"C","0","Child"
"471",0,"3","male","3","0","0",7.25,"S","0","Adult"
"472",0,"3","male","4","0","0",8.6625,"S","0","Adult"
"473",1,"2","female","4","1","2",27.75,"S","0","Adult"
"474",1,"2","female","3","0","0",13.7917,"C","4","Adult"
"475",0,"3","female","3","0","0",9.8375,"S","0","Adult"
"476",0,"1","male","4","0","0",52,"S","1","Adult"
"477",0,"2","male","4","1","0",21,"S","0","Adult"
"478",0,"3","male","3","1","0",7.0458,"S","0","Adult"
"479",0,"3","male","3","0","0",7.5208,"S","0","Adult"
"480",1,"3","female","1","0","1",12.2875,"S","0","Child"
"481",0,"3","male","2","5","2",46.9,"S","0","Child"
"482",0,"2","male","3","0","0",0,"S","0","Adult"
"483",0,"3","male","4","0","0",8.05,"S","0","Adult"
"484",1,"3","female","5","0","0",9.5875,"S","0","Adult"
"485",1,"1","male","3","1","0",91.0792,"C","2","Adult"
"486",0,"3","female","1","3","1",25.4667,"S","0","Child"
"487",1,"1","female","4","1","0",90,"S","3","Adult"
"488",0,"1","male","4","0","0",29.7,"C","2","Adult"
"489",0,"3","male","4","0","0",8.05,"S","0","Adult"
"490",1,"3","male","2","1","1",15.9,"S","0","Child"
"491",0,"3","male","3","1","0",19.9667,"S","0","Adult"
"492",0,"3","male","3","0","0",7.25,"S","0","Adult"
"493",0,"1","male","4","0","0",30.5,"S","3","Adult"
"494",0,"1","male","5","0","0",49.5042,"C","0","Adult"
"495",0,"3","male","3","0","0",8.05,"S","0","Adult"
"496",0,"3","male","4","0","0",14.4583,"C","0","Adult"
"497",1,"1","female","4","1","0",78.2667,"C","4","Adult"
"498",0,"3","male","3","0","0",15.1,"S","0","Adult"
"499",0,"1","female","3","1","2",151.55,"S","3","Adult"
"500",0,"3","male","3","0","0",7.7958,"S","0","Adult"
"501",0,"3","male","3","0","0",8.6625,"S","0","Adult"
"502",0,"3","female","3","0","0",7.75,"Q","0","Adult"
"503",0,"3","female","3","0","0",7.6292,"Q","0","Adult"
"504",0,"3","female","4","0","0",9.5875,"S","0","Adult"
"505",1,"1","female","3","0","0",86.5,"S","2","Adult"
"506",0,"1","male","3","1","0",108.9,"C","3","Adult"
"507",1,"2","female","4","0","2",26,"S","0","Adult"
"508",1,"1","male","4","0","0",26.55,"S","0","Adult"
"509",0,"3","male","3","0","0",22.525,"S","0","Adult"
"510",1,"3","male","3","0","0",56.4958,"S","0","Adult"
"511",1,"3","male","3","0","0",7.75,"Q","0","Adult"
"512",0,"3","male","3","0","0",8.05,"S","0","Adult"
"513",1,"1","male","4","0","0",26.2875,"S","5","Adult"
"514",1,"1","female","4","1","0",59.4,"C","0","Adult"
"515",0,"3","male","3","0","0",7.4958,"S","0","Adult"
"516",0,"1","male","4","0","0",34.0208,"S","4","Adult"
"517",1,"2","female","4","0","0",10.5,"S","6","Adult"
"518",0,"3","male","4","0","0",24.15,"Q","0","Adult"
"519",1,"2","female","4","1","0",26,"S","0","Adult"
"520",0,"3","male","4","0","0",7.8958,"S","0","Adult"
"521",1,"1","female","4","0","0",93.5,"S","2","Adult"
"522",0,"3","male","3","0","0",7.8958,"S","0","Adult"
"523",0,"3","male","4","0","0",7.225,"C","0","Adult"
"524",1,"1","female","4","0","1",57.9792,"C","2","Adult"
"525",0,"3","male","3","0","0",7.2292,"C","0","Adult"
"526",0,"3","male","4","0","0",7.75,"Q","0","Adult"
"527",1,"2","female","4","0","0",10.5,"S","0","Adult"
"528",0,"1","male","4","0","0",221.7792,"S","3","Adult"
"529",0,"3","male","4","0","0",7.925,"S","0","Adult"
"530",0,"2","male","3","2","1",11.5,"S","0","Adult"
"531",1,"2","female","1","1","1",26,"S","0","Child"
"532",0,"3","male","3","0","0",7.2292,"C","0","Adult"
"533",0,"3","male","3","1","1",7.2292,"C","0","Adult"
"534",1,"3","female","2","0","2",22.3583,"C","0","Child"
"535",0,"3","female","4","0","0",8.6625,"S","0","Adult"
"536",1,"2","female","2","0","2",26.25,"S","0","Child"
"537",0,"1","male","4","0","0",26.55,"S","2","Adult"
"538",1,"1","female","4","0","0",106.425,"C","0","Adult"
"539",0,"3","male","3","0","0",14.5,"S","0","Adult"
"540",1,"1","female","3","0","2",49.5,"C","2","Adult"
"541",1,"1","female","4","0","2",71,"S","2","Adult"
"542",0,"3","female","2","4","2",31.275,"S","0","Child"
"543",0,"3","female","2","4","2",31.275,"S","0","Child"
"544",1,"2","male","4","1","0",26,"S","0","Adult"
"545",0,"1","male","4","1","0",106.425,"C","3","Adult"
"546",0,"1","male","5","0","0",26,"S","0","Adult"
"547",1,"2","female","3","1","0",26,"S","0","Adult"
"548",1,"2","male","3","0","0",13.8625,"C","0","Adult"
"549",0,"3","male","4","1","1",20.525,"S","0","Adult"
"550",1,"2","male","2","1","1",36.75,"S","0","Child"
"551",1,"1","male","3","0","2",110.8833,"C","3","Adult"
"552",0,"2","male","3","0","0",26,"S","0","Adult"
"553",0,"3","male","4","0","0",7.8292,"Q","0","Adult"
"554",1,"3","male","3","0","0",7.225,"C","0","Adult"
"555",1,"3","female","3","0","0",7.775,"S","0","Adult"
"556",0,"1","male","5","0","0",26.55,"S","0","Adult"
"557",1,"1","female","4","1","0",39.6,"C","1","Adult"
"558",0,"1","male","3","0","0",227.525,"C","0","Adult"
"559",1,"1","female","4","1","1",79.65,"S","5","Adult"
"560",1,"3","female","4","1","0",17.4,"S","0","Adult"
"561",0,"3","male","4","0","0",7.75,"Q","0","Adult"
"562",0,"3","male","4","0","0",7.8958,"S","0","Adult"
"563",0,"2","male","3","0","0",13.5,"S","0","Adult"
"564",0,"3","male","3","0","0",8.05,"S","0","Adult"
"565",0,"3","female","3","0","0",8.05,"S","0","Adult"
"566",0,"3","male","3","2","0",24.15,"S","0","Adult"
"567",0,"3","male","3","0","0",7.8958,"S","0","Adult"
"568",0,"3","female","3","0","4",21.075,"S","0","Adult"
"569",0,"3","male","3","0","0",7.2292,"C","0","Adult"
"570",1,"3","male","4","0","0",7.8542,"S","0","Adult"
"571",1,"2","male","5","0","0",10.5,"S","0","Adult"
"572",1,"1","female","4","2","0",51.4792,"S","3","Adult"
"573",1,"1","male","4","0","0",26.3875,"S","5","Adult"
"574",1,"3","female","3","0","0",7.75,"Q","0","Adult"
"575",0,"3","male","3","0","0",8.05,"S","0","Adult"
"576",0,"3","male","3","0","0",14.5,"S","0","Adult"
"577",1,"2","female","4","0","0",13,"S","0","Adult"
"578",1,"1","female","4","1","0",55.9,"S","5","Adult"
"579",0,"3","female","3","1","0",14.4583,"C","0","Adult"
"580",1,"3","male","4","0","0",7.925,"S","0","Adult"
"581",1,"2","female","3","1","1",30,"S","0","Adult"
"582",1,"1","female","4","1","1",110.8833,"C","3","Adult"
"583",0,"2","male","4","0","0",26,"S","0","Adult"
"584",0,"1","male","4","0","0",40.125,"C","1","Adult"
"585",0,"3","male","4","0","0",8.7125,"C","0","Adult"
"586",1,"1","female","3","0","2",79.65,"S","5","Adult"
"587",0,"2","male","4","0","0",15,"S","0","Adult"
"588",1,"1","male","4","1","1",79.2,"C","2","Adult"
"589",0,"3","male","3","0","0",8.05,"S","0","Adult"
"590",0,"3","male","3","0","0",8.05,"S","0","Adult"
"591",0,"3","male","4","0","0",7.125,"S","0","Adult"
"592",1,"1","female","4","1","0",78.2667,"C","4","Adult"
"593",0,"3","male","4","0","0",7.25,"S","0","Adult"
"594",0,"3","female","4","0","2",7.75,"Q","0","Adult"
"595",0,"2","male","4","1","0",26,"S","0","Adult"
"596",0,"3","male","4","1","1",24.15,"S","0","Adult"
"597",1,"2","female","4","0","0",33,"S","0","Adult"
"598",0,"3","male","4","0","0",0,"S","0","Adult"
"599",0,"3","male","4","0","0",7.225,"C","0","Adult"
"600",1,"1","male","4","1","0",56.9292,"C","1","Adult"
"601",1,"2","female","3","2","1",27,"S","0","Adult"
"602",0,"3","male","3","0","0",7.8958,"S","0","Adult"
"603",0,"1","male","4","0","0",42.4,"S","0","Adult"
"604",0,"3","male","4","0","0",8.05,"S","0","Adult"
"605",1,"1","male","4","0","0",26.55,"C","0","Adult"
"606",0,"3","male","4","1","0",15.55,"S","0","Adult"
"607",0,"3","male","4","0","0",7.8958,"S","0","Adult"
"608",1,"1","male","3","0","0",30.5,"S","0","Adult"
"609",1,"2","female","3","1","2",41.5792,"C","0","Adult"
"610",1,"1","female","4","0","0",153.4625,"S","3","Adult"
"611",0,"3","female","4","1","5",31.275,"S","0","Adult"
"612",0,"3","male","3","0","0",7.05,"S","0","Adult"
"613",1,"3","female","3","1","0",15.5,"Q","0","Adult"
"614",0,"3","male","4","0","0",7.75,"Q","0","Adult"
"615",0,"3","male","4","0","0",8.05,"S","0","Adult"
"616",1,"2","female","3","1","2",65,"S","0","Adult"
"617",0,"3","male","4","1","1",14.4,"S","0","Adult"
"618",0,"3","female","3","1","0",16.1,"S","0","Adult"
"619",1,"2","female","2","2","1",39,"S","6","Child"
"620",0,"2","male","3","0","0",10.5,"S","0","Adult"
"621",0,"3","male","3","1","0",14.4542,"C","0","Adult"
"622",1,"1","male","4","1","0",52.5542,"S","4","Adult"
"623",1,"3","male","3","1","1",15.7417,"C","0","Adult"
"624",0,"3","male","3","0","0",7.8542,"S","0","Adult"
"625",0,"3","male","3","0","0",16.1,"S","0","Adult"
"626",0,"1","male","5","0","0",32.3208,"S","4","Adult"
"627",0,"2","male","4","0","0",12.35,"Q","0","Adult"
"628",1,"1","female","3","0","0",77.9583,"S","4","Adult"
"629",0,"3","male","3","0","0",7.8958,"S","0","Adult"
"630",0,"3","male","5","0","0",7.7333,"Q","0","Adult"
"631",1,"1","male","5","0","0",30,"S","1","Adult"
"632",0,"3","male","4","0","0",7.0542,"S","0","Adult"
"633",1,"1","male","4","0","0",30.5,"C","2","Adult"
"634",0,"1","male","4","0","0",0,"S","0","Adult"
"635",0,"3","female","2","3","2",27.9,"S","0","Child"
"636",1,"2","female","3","0","0",13,"S","0","Adult"
"637",0,"3","male","4","0","0",7.925,"S","0","Adult"
"638",0,"2","male","4","1","1",26.25,"S","0","Adult"
"639",0,"3","female","4","0","5",39.6875,"S","0","Adult"
"640",0,"3","male","4","1","0",16.1,"S","0","Adult"
"641",0,"3","male","3","0","0",7.8542,"S","0","Adult"
"642",1,"1","female","3","0","0",69.3,"C","2","Adult"
"643",0,"3","female","1","3","2",27.9,"S","0","Child"
"644",1,"3","male","4","0","0",56.4958,"S","0","Adult"
"645",1,"3","female","1","2","1",19.2583,"C","0","Child"
"646",1,"1","male","4","1","0",76.7292,"C","4","Adult"
"647",0,"3","male","3","0","0",7.8958,"S","0","Adult"
"648",1,"1","male","4","0","0",35.5,"C","1","Adult"
"649",0,"3","male","4","0","0",7.55,"S","0","Adult"
"650",1,"3","female","3","0","0",7.55,"S","0","Adult"
"651",0,"3","male","3","0","0",7.8958,"S","0","Adult"
"652",1,"2","female","3","0","1",23,"S","0","Adult"
"653",0,"3","male","3","0","0",8.4333,"S","0","Adult"
"654",1,"3","female","3","0","0",7.8292,"Q","0","Adult"
"655",0,"3","female","3","0","0",6.75,"Q","0","Adult"
"656",0,"2","male","3","2","0",73.5,"S","0","Adult"
"657",0,"3","male","3","0","0",7.8958,"S","0","Adult"
"658",0,"3","female","4","1","1",15.5,"Q","0","Adult"
"659",0,"2","male","3","0","0",13,"S","0","Adult"
"660",0,"1","male","4","0","2",113.275,"C","4","Adult"
"661",1,"1","male","4","2","0",133.65,"S","0","Adult"
"662",0,"3","male","4","0","0",7.225,"C","0","Adult"
"663",0,"1","male","4","0","0",25.5875,"S","5","Adult"
"664",0,"3","male","4","0","0",7.4958,"S","0","Adult"
"665",1,"3","male","3","1","0",7.925,"S","0","Adult"
"666",0,"2","male","4","2","0",73.5,"S","0","Adult"
"667",0,"2","male","3","0","0",13,"S","0","Adult"
"668",0,"3","male","3","0","0",7.775,"S","0","Adult"
"669",0,"3","male","4","0","0",8.05,"S","0","Adult"
"670",1,"1","female","4","1","0",52,"S","3","Adult"
"671",1,"2","female","4","1","1",39,"S","0","Adult"
"672",0,"1","male","4","1","0",52,"S","2","Adult"
"673",0,"2","male","5","0","0",10.5,"S","0","Adult"
"674",1,"2","male","4","0","0",13,"S","0","Adult"
"675",0,"2","male","4","0","0",0,"S","0","Adult"
"676",0,"3","male","3","0","0",7.775,"S","0","Adult"
"677",0,"3","male","3","0","0",8.05,"S","0","Adult"
"678",1,"3","female","3","0","0",9.8417,"S","0","Adult"
"679",0,"3","female","4","1","6",46.9,"S","0","Adult"
"680",1,"1","male","4","0","1",512.3292,"C","2","Adult"
"681",0,"3","female","3","0","0",8.1375,"Q","0","Adult"
"682",1,"1","male","3","0","0",76.7292,"C","4","Adult"
"683",0,"3","male","3","0","0",9.225,"S","0","Adult"
"684",0,"3","male","3","5","2",46.9,"S","0","Adult"
"685",0,"2","male","4","1","1",39,"S","0","Adult"
"686",0,"2","male","3","1","2",41.5792,"C","0","Adult"
"687",0,"3","male","3","4","1",39.6875,"S","0","Adult"
"688",0,"3","male","3","0","0",10.1708,"S","0","Adult"
"689",0,"3","male","3","0","0",7.7958,"S","0","Adult"
"690",1,"1","female","3","0","1",211.3375,"S","2","Adult"
"691",1,"1","male","4","1","0",57,"S","2","Adult"
"692",1,"3","female","2","0","1",13.4167,"C","0","Child"
"693",1,"3","male","4","0","0",56.4958,"S","0","Adult"
"694",0,"3","male","3","0","0",7.225,"C","0","Adult"
"695",0,"1","male","4","0","0",26.55,"S","0","Adult"
"696",0,"2","male","4","0","0",13.5,"S","0","Adult"
"697",0,"3","male","4","0","0",8.05,"S","0","Adult"
"698",1,"3","female","3","0","0",7.7333,"Q","0","Adult"
"699",0,"1","male","4","1","1",110.8833,"C","3","Adult"
"700",0,"3","male","4","0","0",7.65,"S","6","Adult"
"701",1,"1","female","3","1","0",227.525,"C","3","Adult"
"702",1,"1","male","4","0","0",26.2875,"S","5","Adult"
"703",0,"3","female","3","0","1",14.4542,"C","0","Adult"
"704",0,"3","male","3","0","0",7.7417,"Q","0","Adult"
"705",0,"3","male","3","1","0",7.8542,"S","0","Adult"
"706",0,"2","male","4","0","0",26,"S","0","Adult"
"707",1,"2","female","4","0","0",13.5,"S","0","Adult"
"708",1,"1","male","4","0","0",26.2875,"S","5","Adult"
"709",1,"1","female","3","0","0",151.55,"S","0","Adult"
"710",1,"3","male","2","1","1",15.2458,"C","0","Child"
"711",1,"1","female","3","0","0",49.5042,"C","3","Adult"
"712",0,"1","male","4","0","0",26.55,"S","3","Adult"
"713",1,"1","male","4","1","0",52,"S","3","Adult"
"714",0,"3","male","3","0","0",9.4833,"S","0","Adult"
"715",0,"2","male","4","0","0",13,"S","0","Adult"
"716",0,"3","male","3","0","0",7.65,"S","6","Adult"
"717",1,"1","female","4","0","0",227.525,"C","3","Adult"
"718",1,"2","female","3","0","0",10.5,"S","5","Adult"
"719",0,"3","male","4","0","0",15.5,"Q","0","Adult"
"720",0,"3","male","4","0","0",7.775,"S","0","Adult"
"721",1,"2","female","2","0","1",33,"S","0","Child"
"722",0,"3","male","3","1","0",7.0542,"S","0","Adult"
"723",0,"2","male","4","0","0",13,"S","0","Adult"
"724",0,"2","male","4","0","0",13,"S","0","Adult"
"725",1,"1","male","3","1","0",53.1,"S","5","Adult"
"726",0,"3","male","3","0","0",8.6625,"S","0","Adult"
"727",1,"2","female","4","3","0",21,"S","0","Adult"
"728",1,"3","female","3","0","0",7.7375,"Q","0","Adult"
"729",0,"2","male","3","1","0",26,"S","0","Adult"
"730",0,"3","female","3","1","0",7.925,"S","0","Adult"
"731",1,"1","female","3","0","0",211.3375,"S","2","Adult"
"732",0,"3","male","2","0","0",18.7875,"C","0","Child"
"733",0,"2","male","3","0","0",0,"S","0","Adult"
"734",0,"2","male","3","0","0",13,"S","0","Adult"
"735",0,"2","male","3","0","0",13,"S","0","Adult"
"736",0,"3","male","3","0","0",16.1,"S","0","Adult"
"737",0,"3","female","4","1","3",34.375,"S","0","Adult"
"738",1,"1","male","4","0","0",512.3292,"C","2","Adult"
"739",0,"3","male","3","0","0",7.8958,"S","0","Adult"
"740",0,"3","male","3","0","0",7.8958,"S","0","Adult"
"741",1,"1","male","3","0","0",30,"S","4","Adult"
"742",0,"1","male","4","1","0",78.85,"S","3","Adult"
"743",1,"1","female","3","2","2",262.375,"C","2","Adult"
"744",0,"3","male","3","1","0",16.1,"S","0","Adult"
"745",1,"3","male","4","0","0",7.925,"S","0","Adult"
"746",0,"1","male","5","1","1",71,"S","2","Adult"
"747",0,"3","male","3","1","1",20.25,"S","0","Adult"
"748",1,"2","female","4","0","0",13,"S","0","Adult"
"749",0,"1","male","3","1","0",53.1,"S","4","Adult"
"750",0,"3","male","4","0","0",7.75,"Q","0","Adult"
"751",1,"2","female","2","1","1",23,"S","0","Child"
"752",1,"3","male","2","0","1",12.475,"S","5","Child"
"753",0,"3","male","4","0","0",9.5,"S","0","Adult"
"754",0,"3","male","3","0","0",7.8958,"S","0","Adult"
"755",1,"2","female","4","1","2",65,"S","0","Adult"
"756",1,"2","male","1","1","1",14.5,"S","0","Child"
"757",0,"3","male","3","0","0",7.7958,"S","0","Adult"
"758",0,"2","male","3","0","0",11.5,"S","0","Adult"
"759",0,"3","male","4","0","0",8.05,"S","0","Adult"
"760",1,"1","female","4","0","0",86.5,"S","2","Adult"
"761",0,"3","male","3","0","0",14.5,"S","0","Adult"
"762",0,"3","male","4","0","0",7.125,"S","0","Adult"
"763",1,"3","male","3","0","0",7.2292,"C","0","Adult"
"764",1,"1","female","4","1","2",120,"S","2","Adult"
"765",0,"3","male","3","0","0",7.775,"S","0","Adult"
"766",1,"1","female","4","1","0",77.9583,"S","4","Adult"
"767",0,"1","male","5","0","0",39.6,"C","0","Adult"
"768",0,"3","female","4","0","0",7.75,"Q","0","Adult"
"769",0,"3","male","3","1","0",24.15,"Q","0","Adult"
"770",0,"3","male","4","0","0",8.3625,"S","0","Adult"
"771",0,"3","male","3","0","0",9.5,"S","0","Adult"
"772",0,"3","male","4","0","0",7.8542,"S","0","Adult"
"773",0,"2","female","4","0","0",10.5,"S","5","Adult"
"774",0,"3","male","4","0","0",7.225,"C","0","Adult"
"775",1,"2","female","4","1","3",23,"S","0","Adult"
"776",0,"3","male","3","0","0",7.75,"S","0","Adult"
"777",0,"3","male","4","0","0",7.75,"Q","6","Adult"
"778",1,"3","female","2","0","0",12.475,"S","0","Child"
"779",0,"3","male","3","0","0",7.7375,"Q","0","Adult"
"780",1,"1","female","4","0","1",211.3375,"S","2","Adult"
"781",1,"3","female","2","0","0",7.2292,"C","0","Child"
"782",1,"1","female","3","1","0",57,"S","2","Adult"
"783",0,"1","male","3","0","0",30,"S","4","Adult"
"784",0,"3","male","4","1","2",23.45,"S","0","Adult"
"785",0,"3","male","3","0","0",7.05,"S","0","Adult"
"786",0,"3","male","3","0","0",7.25,"S","0","Adult"
"787",1,"3","female","3","0","0",7.4958,"S","0","Adult"
"788",0,"3","male","2","4","1",29.125,"Q","0","Child"
"789",1,"3","male","1","1","2",20.575,"S","0","Child"
"790",0,"1","male","4","0","0",79.2,"C","2","Adult"
"791",0,"3","male","4","0","0",7.75,"Q","0","Adult"
"792",0,"2","male","3","0","0",26,"S","0","Adult"
"793",0,"3","female","2","8","2",69.55,"S","0","Child"
"794",0,"1","male","4","0","0",30.6958,"C","0","Adult"
"795",0,"3","male","3","0","0",7.8958,"S","0","Adult"
"796",0,"2","male","4","0","0",13,"S","0","Adult"
"797",1,"1","female","4","0","0",25.9292,"S","4","Adult"
"798",1,"3","female","4","0","0",8.6833,"S","0","Adult"
"799",0,"3","male","4","0","0",7.2292,"C","0","Adult"
"800",0,"3","female","4","1","1",24.15,"S","0","Adult"
"801",0,"2","male","4","0","0",13,"S","0","Adult"
"802",1,"2","female","4","1","1",26.25,"S","0","Adult"
"803",1,"1","male","2","1","2",120,"S","2","Child"
"804",1,"3","male","1","0","1",8.5167,"C","0","Child"
"805",1,"3","male","3","0","0",6.975,"S","0","Adult"
"806",0,"3","male","4","0","0",7.775,"S","0","Adult"
"807",0,"1","male","4","0","0",0,"S","1","Adult"
"808",0,"3","female","3","0","0",7.775,"S","0","Adult"
"809",0,"2","male","4","0","0",13,"S","0","Adult"
"810",1,"1","female","4","1","0",53.1,"S","5","Adult"
"811",0,"3","male","3","0","0",7.8875,"S","0","Adult"
"812",0,"3","male","4","0","0",24.15,"S","0","Adult"
"813",0,"2","male","4","0","0",10.5,"S","0","Adult"
"814",0,"3","female","2","4","2",31.275,"S","0","Child"
"815",0,"3","male","4","0","0",8.05,"S","0","Adult"
"816",0,"1","male","4","0","0",0,"S","2","Adult"
"817",0,"3","female","3","0","0",7.925,"S","0","Adult"
"818",0,"2","male","4","1","1",37.0042,"C","0","Adult"
"819",0,"3","male","4","0","0",6.45,"S","0","Adult"
"820",0,"3","male","2","3","2",27.9,"S","0","Child"
"821",1,"1","female","4","1","1",93.5,"S","2","Adult"
"822",1,"3","male","3","0","0",8.6625,"S","0","Adult"
"823",0,"1","male","4","0","0",0,"S","0","Adult"
"824",1,"3","female","3","0","1",12.475,"S","5","Adult"
"825",0,"3","male","1","4","1",39.6875,"S","0","Child"
"826",0,"3","male","3","0","0",6.95,"Q","0","Adult"
"827",0,"3","male","3","0","0",56.4958,"S","0","Adult"
"828",1,"2","male","1","0","2",37.0042,"C","0","Child"
"829",1,"3","male","3","0","0",7.75,"Q","0","Adult"
"830",1,"1","female","5","0","0",80,"S","2","Adult"
"831",1,"3","female","3","1","0",14.4542,"C","0","Adult"
"832",1,"2","male","1","1","1",18.75,"S","0","Child"
"833",0,"3","male","3","0","0",7.2292,"C","0","Adult"
"834",0,"3","male","3","0","0",7.8542,"S","0","Adult"
"835",0,"3","male","3","0","0",8.3,"S","0","Adult"
"836",1,"1","female","4","1","1",83.1583,"C","5","Adult"
"837",0,"3","male","3","0","0",8.6625,"S","0","Adult"
"838",0,"3","male","3","0","0",8.05,"S","0","Adult"
"839",1,"3","male","4","0","0",56.4958,"S","0","Adult"
"840",1,"1","male","4","0","0",29.7,"C","3","Adult"
"841",0,"3","male","3","0","0",7.925,"S","0","Adult"
"842",0,"2","male","3","0","0",10.5,"S","0","Adult"
"843",1,"1","female","4","0","0",31,"C","0","Adult"
"844",0,"3","male","4","0","0",6.4375,"C","0","Adult"
"845",0,"3","male","3","0","0",8.6625,"S","0","Adult"
"846",0,"3","male","4","0","0",7.55,"S","0","Adult"
"847",0,"3","male","2","8","2",69.55,"S","0","Child"
"848",0,"3","male","4","0","0",7.8958,"C","0","Adult"
"849",0,"2","male","3","0","1",33,"S","0","Adult"
"850",1,"1","female","4","1","0",89.1042,"C","3","Adult"
"851",0,"3","male","2","4","2",31.275,"S","0","Child"
"852",0,"3","male","5","0","0",7.775,"S","0","Adult"
"853",0,"3","female","2","1","1",15.2458,"C","0","Child"
"854",1,"1","female","3","0","1",39.4,"S","4","Adult"
"855",0,"2","female","4","1","0",26,"S","0","Adult"
"856",1,"3","female","3","0","1",9.35,"S","0","Adult"
"857",1,"1","female","4","1","1",164.8667,"S","0","Adult"
"858",1,"1","male","4","0","0",26.55,"S","5","Adult"
"859",1,"3","female","3","0","3",19.2583,"C","0","Adult"
"860",0,"3","male","3","0","0",7.2292,"C","0","Adult"
"861",0,"3","male","4","2","0",14.1083,"S","0","Adult"
"862",0,"2","male","3","1","0",11.5,"S","0","Adult"
"863",1,"1","female","4","0","0",25.9292,"S","4","Adult"
"864",0,"3","female","2","8","2",69.55,"S","0","Child"
"865",0,"2","male","3","0","0",13,"S","0","Adult"
"866",1,"2","female","4","0","0",13,"S","0","Adult"
"867",1,"2","female","3","1","0",13.8583,"C","0","Adult"
"868",0,"1","male","4","0","0",50.4958,"S","1","Adult"
"869",0,"3","male","3","0","0",9.5,"S","0","Adult"
"870",1,"3","male","2","1","1",11.1333,"S","0","Child"
"871",0,"3","male","3","0","0",7.8958,"S","0","Adult"
"872",1,"1","female","4","1","1",52.5542,"S","4","Adult"
"873",0,"1","male","4","0","0",5,"S","2","Adult"
"874",0,"3","male","4","0","0",9,"S","0","Adult"
"875",1,"2","female","3","1","0",24,"C","0","Adult"
"876",1,"3","female","3","0","0",7.225,"C","0","Adult"
"877",0,"3","male","3","0","0",9.8458,"S","0","Adult"
"878",0,"3","male","3","0","0",7.8958,"S","0","Adult"
"879",0,"3","male","3","0","0",7.8958,"S","0","Adult"
"880",1,"1","female","4","0","1",83.1583,"C","3","Adult"
"881",1,"2","female","3","0","1",26,"S","0","Adult"
"882",0,"3","male","4","0","0",7.8958,"S","0","Adult"
"883",0,"3","female","3","0","0",10.5167,"S","0","Adult"
"884",0,"2","male","3","0","0",10.5,"S","0","Adult"
"885",0,"3","male","3","0","0",7.05,"S","0","Adult"
"886",0,"3","female","4","0","5",29.125,"Q","0","Adult"
"887",0,"2","male","3","0","0",13,"S","0","Adult"
"888",1,"1","female","3","0","0",30,"S","2","Adult"
"889",0,"3","female","4","1","2",23.45,"S","0","Adult"
"890",1,"1","male","3","0","0",30,"C","3","Adult"
"891",0,"3","male","4","0","0",7.75,"Q","0","Adult"
